id,utc-date,utc-time,parameter,location,value,unit,city,averagingperiod,apunit,latitude,longitude 1,country,mobile
1567,20080730,090100,pm10,NMA - Nima,46.83,µg/m³,Accra,49.0,hours,5.58389,-0.19968,GH,false
1568,20080805,081800,pm25,JTA - Jamestown,49.49,µg/m³,Accra,50.0,hours,5.540114,-0.2103972,GH,false
1569,20080805,081800,pm10,JTA - Jamestown,79.0,µg/m³,Accra,50.0,hours,5.540114,-0.2103972,GH,false
1570,20080805,084900,pm25,ADA - Asylum Down,25.09,µg/m³,Accra,50.0,hours,5.566722,-0.2077778,GH,false
1571,20080805,084900,pm10,ADA - Asylum Down,41.97,µg/m³,Accra,50.0,hours,5.566722,-0.2077778,GH,false
1572,20080805,073900,pm25,ELA - East Legon,19.0,µg/m³,Accra,49.0,hours,5.640814,-0.1579063,GH,false
1573,20080805,082600,pm25,NMT - Nima,29.06,µg/m³,Accra,49.0,hours,5.58165,-0.19898,GH,false
1574,20080805,082600,pm10,NMT - Nima,64.39,µg/m³,Accra,49.0,hours,5.58165,-0.19898,GH,false
1575,20080805,085300,pm25,NMA - Nima,27.54,µg/m³,Accra,49.0,hours,5.58389,-0.19968,GH,false
1576,20080805,085300,pm10,NMA - Nima,0.0,µg/m³,Accra,37.0,hours,5.58389,-0.19968,GH,false
1577,20080811,081000,pm25,ADA - Asylum Down,34.88,µg/m³,Accra,50.0,hours,5.566722,-0.2077778,GH,false
1578,20080811,081000,pm10,ADA - Asylum Down,55.43,µg/m³,Accra,50.0,hours,5.566722,-0.2077778,GH,false
1579,20080811,102000,pm25,ELA - East Legon,21.64,µg/m³,Accra,52.0,hours,5.640814,-0.1579063,GH,false
1580,20080811,102000,pm10,ELA - East Legon,40.43,µg/m³,Accra,52.0,hours,5.640814,-0.1579063,GH,false
1581,20080811,070300,pm25,NMT - Nima,30.59,µg/m³,Accra,47.0,hours,5.58165,-0.19898,GH,false
1582,20080811,070300,pm10,NMT - Nima,66.42,µg/m³,Accra,47.0,hours,5.58165,-0.19898,GH,false
1583,20080811,092000,pm25,JTA - Jamestown,52.28,µg/m³,Accra,49.0,hours,5.540114,-0.2103972,GH,false
1584,20080811,092000,pm10,JTA - Jamestown,83.67,µg/m³,Accra,49.0,hours,5.540114,-0.2103972,GH,false
1585,20080811,072200,pm25,NMA - Nima,28.99,µg/m³,Accra,47.0,hours,5.58389,-0.19968,GH,false
1586,20080811,072200,pm10,NMA - Nima,108.06,µg/m³,Accra,6.0,hours,5.58389,-0.19968,GH,false
1587,20080817,062400,pm25,ADA - Asylum Down,28.81,µg/m³,Accra,48.0,hours,5.566722,-0.2077778,GH,false
1588,20080817,062400,pm10,ADA - Asylum Down,52.05,µg/m³,Accra,48.0,hours,5.566722,-0.2077778,GH,false
1589,20080817,071500,pm25,JTA - Jamestown,66.64,µg/m³,Accra,48.0,hours,5.540114,-0.2103972,GH,false
1590,20080817,071500,pm10,JTA - Jamestown,101.27,µg/m³,Accra,48.0,hours,5.540114,-0.2103972,GH,false
1591,20080817,072000,pm25,ELA - East Legon,17.92,µg/m³,Accra,49.0,hours,5.640814,-0.1579063,GH,false
1592,20080817,072000,pm10,ELA - East Legon,34.95,µg/m³,Accra,49.0,hours,5.640814,-0.1579063,GH,false
1593,20080817,075100,pm10,NMT - Nima,56.05,µg/m³,Accra,48.0,hours,5.58165,-0.19898,GH,false
1594,20080817,080800,pm25,NMA - Nima,24.66,µg/m³,Accra,47.0,hours,5.58389,-0.19968,GH,false
1595,20080817,080800,pm10,NMA - Nima,43.61,µg/m³,Accra,47.0,hours,5.58389,-0.19968,GH,false
